,score_indexed,new_text,,
42,0.0,Dawn of the Dead Zack Snyder 2004 br br The first thing to know about the remake Dawn of the Dead and you should know this before you go in is that the only was a fan of the original is going to enjoy the remake is if you consider it as a completely separate film The basic premise is here small core of survivors shopping mall but the execution is completely different br br The new Dawn fits into the new fast zombie craze Resident Evil House of the Dead 28 Days Later etc You start off with a nurse Sarah Polley from Go getting off at the end of a very busy day She goes home goes to sleep after some gratuitous shower sex with the husband they wake up the next morning and their neighbor has turned into a zombie Uh oh But not the shambling mound from a Romero movie a zipping horror that can be across the room and latched onto your throat before you can say go rollerblade somewhere else willya br br The nurse hooks up with a cop Pulp Fiction Holiday Heart s lovely Ving Rhames the two of them hook up with three other survivors the pragmatic type who still wants to save the world Jake Weber Wendigo The Cell and the young lovestruck pregnant couple who just want to live long enough to have the baby Mekhi Phifer recently of 8 Mile and ER br br You can already see the difference more survivors and thus more potential zombie food But what the movie gives us in expansiveness it sacrifices in content where the longer slower original film focused on creating wonderfully complex characters the new version is concerned with giving you blood and bodies And lots of both br br Which may be perhaps the only interesting comparison between the two Romero s original has less blood less gore and by far a lower body count than does the remake It got slapped with an X this gets an R Perhaps it s time to re release the originals to get the funding for Twilight of the Dead One can only hope br br If you look at the new Dawn of the Dead as just another fast zombie flick you re probably going to enjoy it As long as that is you liked Resident Evil and 28 Days Later and didn t think House of the Dead was too terribly awful Get ready for an awful lot of jumps some groanworthy humor especially of the sick variety and a soundtrack that veers from unlistenable to downright insane Richard Cheese s lounge version of Disturbed s The Sickness Turn your brain off you ll have a blast It s only when you reflect on how much the original pressured you to turn on your brain that you start wondering why they felt the need to make this in the first place ,,
43,0.0,I own this on regular DVD but had to have it on blu ray the flying scenes are awesome and it will take your breath away a must for all Top Gun fans ,,
44,0.0,Seeing Spaceballs after the passing of some twenty years is a vastly different experience than seeing it in the theatre was all those years ago After spoofing the western the horror genre and silent film Brooks set his sights on spoofing the big science fiction adventure with somewhat mixed results br br Spaceballs is essentially a space fairy tale and plays best when viewed as such Brooks says in his commentary track that the film plays its best to a children s audience who have made it a cult favorite The plot is simple enough The citizen s of Planet Spaceball are running out of air In order to remedy this problem they decide to kidnap the Druidish princess and hold her hostage in order to get the combination to her planet s airshield What follows is a parody of Star Wars played against a movie marketing blitz The results are mixed and a little dated but the humor works br br The Collector s Edition features a commentary track three featurettes including a memorial to John Candy and an assortment of trailers galleries and small features that make this a fun watch While not the greatest of Brooks film this one is certainly worth watching ,,
45,0.0,SIDEWAYS is the film that made pinot noir the in wine for a generation and reduced once chic merlot to near pariah status I still enjoy a nice merlot but I have to admit that I now know about and buy pinot noir which I did not do before I first saw SIDEWAYS One wonders if pinot noir vineyards had an investment in this film Hmmmm Paul Giamatti plays Miles a hyper twitchy would be novelist recently divorced and Thomas Haden Church plays his best friend Jack a laid back hunky second rate actor Both take a boys only wine tasting excursion together through the vineyards of California For Miles this is an opportunity perhaps to contemplate his failed marriage For Jack it is his last time to get laid before getting married Miles the nuerotic nerd is a serious student of wines and Jack the shallow stud is a serious student of women One wonders how these two complete opposites ever became best friends But putting convenient and somewhat strange screenplay logic aside Miles and Jack together find adventure romance and redemption on the road I have seen SIDEWAYS twice the second time I enjoyed it more than the first viewing It is a film that grows on you a character study and a film with some depth the perfect antidote to mindless thrillers The scene where Miles and a recently divorced acquaintance of Miles played by Virginia Madsen passionately discuss what they like about wine is worth the price of admission SIDEWAYS is one of the best films of the year or maybe the decade Rent it or buy it but enjoy it with a bottle of pinot noir ,,
46,0.0,Having barely seen an episode or two on PBS in my youth I really got into the series after seeing the 1997 US TV movie I quickly snatched up every VHS tape and found every other missing episode and unreleased story on bootleg videos to obsessively have every inch of existing Doctor Who known to man I preferred Jon Pertwee s Doc the best with Troughton and T Baker next No need to get into the original classic series so on with the new one br br Right from the start I really enjoy Eccleston s portrayal of the Doctor It seems he really did his homework and seems to have found just the right combination of wit and intellect that made so many previous doctors a success His quick tongue seems to keep up to the fast new pace of the show While the longer episode vintage shows had more time for character development and interaction in today s fast paced world of 32x fast forward speed DVD capability you can t have 4 to 6 part episodes and expect to keep people s attention to that one storyline It worked in the 70 s but certainly wouldn t work now br br Vintage Doctor Who always had great supporting casts and guest stars and the new series is no different Rose s boyfriend and mom keep up nicely to the pace and plotting of the show Simon Callow gives a great performance as Charles Dickens in the series 3rd episode br br Episode 1 Rose sweeps us back into the whirlwind world of Doctor Who that we all know and love It seems like it nearly skipped a beat since 1989 with only the surroundings and special effects being updated It also offers enough info to keep a new viewer interested Rose is very action packed much more than most vintage Who stories and I think it has to be in some way to cater to the thrill a minute new millenium that we are all now fully accustomed to br br I had seen some sneak preview photos of the Autons before the show aired and I thought they looked a little awkward and feared they might come across a bit cheesy in live action however they threw me for a loop after watching Rose as they looked incredibly lifelike and menacing Bravo for the special effects wizards who worked on them as they looked brilliant A superb opening episode to bring us all back into Who br br Ep 2 kept Eccleston s sharp tongue going and flew us into an alien space station complete with just about every new concoction of an alien species one can concoct Actually the oddest looking species was the human A murderous metallic set of spiders is unleashed on a group of interplanetary oglers wanting to witness the last moments of Earth The always fashionably late in saving the day Doctor has to come to Rose and everyone else s rescue br br Ep 3 takes us to familiar Who territory a period piece on planet Earth 1869 to be exact and Charles Dickens is giving a Christmas Eve performance of A Christmas Carol that gets rudely interrupted by a gas powered walking corpse The sets and costumes are superb and this 19th century Cardiff set story is a real treat br br Episodes 4 5 are the first two part storyline which deals with the Slitheen aliens invading Parliament It features some hilarious moments when the Slitheen attempt to wear their rubber suits that impersonate humans br br Ep 6 is what we ve all been waiting for The Dalek episode But alas it features only one but that s all it takes for a very strong episode involving an American collector of the future who happens to have found one remaining Dalek but doesn t realize how dangerous it really is The Doctor fully aware of Dalek aggression has to step in and set things straight with a little help from Rose br br Ep 7 The Long Game takes us into a satellite space station where people are not returning from certain floors of the station br br Ep 8 one of the strongest and certainly the most emotional of the series sees Rose wanting the Doctor to allow her to see the father she never knew however she does something the Doctor would never do and specifically asks her not to do interferes with time br br Episodes 9 10 is another two parter involves the Doctor and Rose in the middle of bomb ridden London circa 1941 Captain Jack Harkness is introduced and becomes a rival hero character for the Doctor br br Ep 11 involves the return of the Slitheen and their plan to destory Earth br br Ep 12 features a great spoof of reality shows with the Doctor stuck in the middle This episode also features the best cliffhanger of the new show Rose is kidnapped by the Daleks and the Doctor defiantly proclaims I m gonna blow every last stinkin one of ya out of the sky Something no previous doctor would have ever said it s a now classic quote and very characteristic of the new Who era and the new Doctor br br Episode 13 the final battle with the Daleks is the culmination of startling sci fi entertainment and a fine arguement for being the best season in the show s long and storied history It extremely disappointing that Eccleston is not returning for Season 2 That is a shame because his Doctor is extremely well played Hopefully David Tennant can fill his shoes nicely and I m sure the writing will be just as strong as series 1 br br These are going to be loaded with all the extras found in the UK release They initially released bare bones DVD s on Region 2 in 4 volumes which is how I got them as I had to have each new Who right away and I can t wait until May 1st when I will have the first of season 2 in my hands For now US fans unable to play or get a hold of Region 2 discs have the Sci Fi Channel airings and this new set out in July ,,
47,0.0,When I first saw COP back in 1988 I could not believe how tough and on the edge this action thriller was not to mention the film s total lack of respect for political correctness James Woods is brilliant and in rare form here Be warned Language action and attitudes are frank Characters are hardcore and flawed this includes the hero and nothing is censored for mainstream tastes br br If you re looking for a politically correct sissy movie like the forgettable PG 13 crap they make today where all content is watered down so that some conservative soccer mom in Utah can enjoy herself stay away This movie means business and does not pull any punches which is why I love it br br James Woods plays Lloyd Hopkins a hard boiled American police detective on the trail of a serial murderer who is victimizing women in Los Angeles The pursuit leads him through a world that has become his own natural habitat a nasty uncompromising world of crime drugs prostitution and male hustlers where innocence kills according to Hopkins and continued exposure corrupts br br Paradoxically this harsh world is also a world of love secret admirers romantic feminist poets and modern chivalry But these elements are woven underneath the tough exterior br br I don t want to say too much about this movie just this BUY IT AND WATCH IT Definitely recommeneded But it s only for cool guys who love the hardboiled tough stuff James Woods has never been better ,,
48,1.0,I was told by several people at work that this was the best horror movie that they had seen in a long while Based on their opinions I went and bought the special edition After viewing Saw I came to the conclusion that it was one of the silliest movies horror or otherwise that I had seen in quite some time Firstly it s not scary in the slightest Gory does not equal scary in my book Also there were several unintentionally funny scenes in the movie The silly mask that Jigsaw wears was just one thing that made me laugh If you re a connoiseur of horror movies as I am I would recommend Saw for a good laugh but nothing else I don t think I ll listen to the people I work with anymore ,,
49,1.0,I m a big fan of both Tim Burton and Johnny Depp and Danny Elfman But this movie is incredibly terrible Sure Johnny Depp s interpretation of Willy Wonka is very interesting and unique but this movie and its music is completely unmemorable and offputting ,,
50,0.0,Even though George Romero is credited with the br birth of the modern day zombie in 1968 it s real debut br can go all the way back to 1932 with White Zombie br featuring Bela Lugosi But I think what Romero br introduced that got him the credit was the zombie s br cannibalistic need of living parts be it flesh or brains br along with the disease factor of if you get bitten alive br you ll end up walking dead like them It also didn t br hurt to be one of the first films to have a multi racial br cast featuring an African American as group leader br which of course in 68 was pretty rare indeed Yeah br Night Of The Living Dead deserves this honor even if br technically it isn t quite true br br But it wasn t until almost ten years later Romero br really put the zombie in pop culture with the much br heralded Dawn Of The Dead in 1978 This film took br the trapped survivor scenerio of NOTLD up a notch by br putting in the more modern day setting of a typical br American pleasure the indoor shopping mall DOTD br while offering pretty much the same living character br design this time made the zombies more in number br appearance and graphic actions It was this film with br instead of it s shades of gray now bursting in bloody br color that put the Zombies on the map permanently br It s a great film that not only fleshes out the characters br at a good pace though at times it does seem a little br too detailed in that department but truly shown that br zombism has no cultural bounds Not only did the Americans br just eat up this new genre but on the opposite side of the world Europeans did so even more especially the film making members of Italy br br When Romero wanted his film to be presented over there br he enlisted the help of Italian filmaker Dario Argento to br re edit it for Italian audiences Argento slimed down bits br of comedy slower dialouge gave it a faster soundtrack and br changed it s name to Zombi This may have been one of the br most important effects this film ever could of have Not only was the film an even bigger success overseas but it inspired many br Italian filmmakers to continue what Romero started Before br Romero even thought of his 1985 third installment Day Of The Dead Italian director Lucio Fulci brought a year later his unofficial yet honored by Romero himself sequel called Zombi 2 This film showed what the worldwide Zombie outbreak was doing half a world away from that mall But this time the zombies were far more graphic and the gore and pacing were turned up by leaps bounds It was this film along with Dawn that gaveway for the Italian Zombie craze of the 1980 s Like how the Italians created their own successful version of the classic American Western ten years earlier they once again did it but with our Zombies What followed was a barrage of great Zombie films that never seemed to be carbon copies of Romero s then two classics but new ways of defining the genre Unfortunately by 85 with Day Of The Dead Romero seemed to be beaten at his own game by them with Day s lackluster audience response though over time it in itself has become the classic it deserves But all of this couldn t of happened without Romero his original update of Dawn Of The Dead It was that film that launched a thousand ships filled with the living dead br br And now a review of the 2004 DVD Ultimate Edition Anchor Bay release br br Without a doubt this is one of the most exhaustive releases any one film has ever received and it s completely deserved The film that started the Zombie craze that still lives to this day gets an amazing FOUR disc set that shows you every little piece of it s history and formations With this set you get THREE different versions of the film the US theatrical the extended Directors Cut and the rare Dario Argento European cut known as Zombi Each version has it s own merit and differences that never ever feels like release overkill All has been fully remastered to the hilt with different commentaries for each equally entertaining though it would have been nice to have an Argento one for the European cut No lack of movie presentation here you get it all br br Extras Wow you got them Documentaries commercials trailers stills photos home movies easter eggs Jeez this thing is packed In fact I couldn t even think of what it s missing All enclosed in a great box set with wonderful artwork and an errie front cover to boot C mon it even comes with a comic book for cryin out loud Now I know Anchor Bay Starz is known for double dipping their audience but it has never been as necessary as this one If you own any of their previous releases sell them and add it to the pot to get this Something of this quality to me has only been seen for a franchise not a single film release so you can tell just how impressive this set is So if you re a fan of any level to the original Dawn Of The Dead or the genre of Zombies itself your collection is NOT complete till you own this I personally have never given a DVD release a full 10 before and I feel once you get this you might do the same ,,
51,0.0,This movie must be seen twice in order to be fully appreciated The first viewing should be spent enjoying it for its eye popping special effects for its outrageous action for its killer industrial soundtrack and for the pleasure of watching Keanu Reeves and Carrie Anne Moss run around looking fabulous p The second viewing should be spent contemplating the questions The Matrix raises about our perception of reality It s hard to believe that such a slick glossy production starring Keanu Reeves conveys such deep mind boggling concepts but it does p The directing Wachowski brothers the guys responsible for the wonderfully outrageous Bound have been influenced heavily by other filmmakers authors and artists and they don t try to hide it in the least However rather than a blatant rip off this plays more like a reverent homage p Laurence Fishburne projects a powerful presence as the wise Morpheus although it often seems that he employed William Shatner as his dialogue coach Keanu Reeves is in his element The Matrix maximizes his strengths his ability to look completely dumbfounded and his unique physicality and minimizes his weaknesses just about everything else The role of Neo is tailor made for him The real standout in the cast however is Carrie Anne Moss as Trinity She is a real find and while she is stunning in a shiny black cat suit her purpose in this film is not simply ornamental She is responsible for at least half of this movie s excitement and she gives it its emotional heart p The Matrix is two movies in one One is a truly awesome action movie and the other is a deep meditation on the nature of reality It can be enjoyed equally on both levels but maybe not on first viewing See it at least twice p Stay tuned after the credits for 4 behind the scenes vignettes one of which shows Reeves in full wicked bad regalia perform a hilarious unintentional pratfall ,,
52,0.0,Quite a good recording for a live concert Minogue s band and tour staff have done an excellent job in recording the live concert They have captured the excitement of a live performance and Kylie at her best Showgirl Tour London DVD has a better selection of her hits ,,
53,0.0,One of my biggest concerns lately has been the lack of imagination in American feature films Everything seems to be a sequel of this or a remake of that I was really beginning to think that no one had an original story to tell anymore br br Thank goodness for the Closer Each story has a unique twist And the character of Brenda Leigh Johnson She is like most folks that are extremely talented she is stellar in that talent but has issues in the other facets of her life And the ensemble cast is excellent br br The only drawback to this show is that it is only on during the summer It is just torture to wait 9 months for it to be on again I just hope season 2 is released on dvd soon ,,
54,0.0,Despite being excessively popular I don t have much memories of watching a John Carpenter movie from start to finish either because I ve never watched it Assault on Precinct 13 or because they were so bad they quickly left my mind Escape from L A Vampires But since the Thing is an often mentioned recommendation when trying to watch a good Carpenter movie I thought I d check it out While it s not necessarily an amazing horror movie it s a bit effective if a bit familiar and a bit gruesome for gruesome s sake br br The film starts off in the Antartic wilderness with a group of men in a helicopter trying to shoot at a running dog A group of American scientists manage to take down the men and rescue the dog but turns out the dog was not who it appears to be and when investigating the other team s camp reveals a ship in the ice and a body shape in another block of ice which can imitate any form it wants the team has to figure out who s really who and try and stop the thing before it wipes out the whole crew or makes back to the mainland br br It s not the most familiar story of course although many films and even TV episodes such as the X Files Ice are described very much as being similar to this film What makes this film stand out is that there s a real sense of paranoia among the team and people overreacting and wondering who could be not who they are was well played But then again the characters don t really have much to do and besides certain actors I couldn t even remember the character s names or distinguish faces The film often has things that are unexplained or things that are merely implied so it s sort of a film that you kind of have to be serious in watching yet turn off your brain in sections br br Like a lot of horror you can either go for creepy atmosphere and tension to scare your audience or just think about totally disgusting stuff and call it a day To that end the Thing is sort of a combination of the 2 with the latter winning out by a nudge This is a film with some pretty vile imagery and I d recommend you don t eat before this one There are times when it gets memorable such as a dog or something to do with defribillators and a petrie dish but at times they look dated so guess it depends on whether you can blow past it and watch anyway br br The highlight of the special features is definately the commentary with Carpenter and star Kurt Russell as its funny and informative then there s also a documentary covering the film although I never bothered with the production photos as there s looooots of them But if you re into Carpenter s movies or a fan of horror check the film out ,,
55,0.0,Reading some of the negative reviews about this really outstanding film on Amazon had me slack jawed with wonder This movie is a slice of life superbly drawn Many scenes made me wince because I felt like I had already lived through them Who out there was actually looking for a morality play in an R rated movie that is quite obviously about DRINKING If you are thinking about writing a review of this film stop for a moment and think back to the scene in the movie where Miles and Jack are sitting under a rail road trestle discussing the rejection of Miles book The book Confederacy of Dunces by John Kennedy Toole is mentioned as is the writer Charles Bukowski If you are not familiar with either that book or that writer don t write a review of this film because you obviously do not have enough information to fully understand it ,,
56,1.0,Once again a lot of hype for a very poorly mixed and edited film I don t know what it is about these films that always falls short with the music voice mixing The music is way too loud and the voices are too faint Not to mention the music sucks And what s up with the reverb These idiots used a mic on a camera about 50 feet away for the primary voice track in a large hall so you get all this heavy natural reverb making it even more difficult to hear what the presenter is saying Maybe a mic a little closer Idiots If there is any hidden knowledge being presented you ll have to wear headphones or constantly adjust the volume for the crappy music interludes to hear anything or watch it several times and take notes Why can t they pan the music to one side the voice to the other and hire an experienced mixing engineer for appropriate levels My suggestion to this production company Stick to the information and tone it down a bit on the unnecessary bells and whistles and consider mic placement next time Frankly most of us just want to hear the presenter not be subjected to a bunch of annoying heavy metal music and cheap transition effects Are these guys trying to promote their friends bands Just doesn t mesh br br This kind of low quality could be forgivable 20 years ago but with access to average technology pre installed on most computers today it is criminal ,,
57,0.0,This film while overlooked by critics deserves to be recognized as one of the greatest epics and biographies of all time While some may be drawn away by the 3 hrs time this movie will keep you interested and deeply involved The portrayal of Gandhi was done beautifully by Kingsley who gave this epic a base for acting I cannot reccomend this movie enough ,,
58,0.0,I want DVD version quot The Adventures Of Huckleberry Finn quot with Mickey Roonney with subtitles in spanish and spoken in spanish ,,
59,0.0,This Movie Rent Is Very Powerful All I Can Tell You Is When You br br Watch This Movie You Will Laugh And You Will Cry You Will Even br br Wan t To Sing Along Everytime You Watch It With Your Friends And Family I Watched It Six Times And I Laughed And Cried All The Time Your Eyes And Your Heart Will Be Filled With Excitement br br Whenever You Watch Rent I Guarante It ,,
60,0.0,I am probably being unfair on To Catch a Thief giving it only 4 stars when the original was released more than 50 years ago There is no denying that Hitchcock captures Grant s and Kelly s performances and the south of France so eloquently Furthermore it was enjoyable hearing the French speak French Thoroughly enjoyable ,,
61,0.0,This video has been wonderful for me I have been on bed rest for over a month and doing this exercise cheers me up and makes me feel like I am not losing all my muscle tone It is a great length for me recovering from surgery I would suggest rewinding it and going through the last 3 combos for a longer workout The instructor makes me smile He has a fantastic adorably goofy personality ,,
62,0.0,If you have seen decoys and enjoyed it you should have no problems br br enjoying decoys 2 The girls are at it again and the fun keeps going as br br there s always some males around 3 stars is the maximum this movie should get The filmmakers could have extended the movie by 1 2 hour by br br continuing the movie at the end because it was getting good but noooo might as well spit at the fans and end the movie and keep the rest for a possible decoy 3 ,,
63,0.0,I purchased Alien 20 years ago on VHS and then the 1991 laserdisc set for Aliens but never bothered with Alien 3 or Resurrection I recently purchased AVP which I loved Now all 4 movies on an exhaustive 9 DVD one box collection And they only charged me 20 49 Wake up slaves You are being bought and sold ,,
64,0.0,I really enjoyed this film If you didnt like it its prolly because you were expecting something else or you just didnt undestand it therefore you couldnt get into it When my brother first mentioned this movie i didnt really put any thought into trying to see it dunno why but it just didnt catch me at first He kept mentioning it and saying he wanted to get the dvd but couldnt find it i always tell him to go to amazon cause you can find pretty much any flick here for cheap He eventually ended up catching it on movies on demand and started talking about it again so i said ok im gonna put it on my netflix br br After doing so he kept asking if i had seen it yet so i decided to put it at the top of my list Im glad i did There are a few scenes that had me laughing my arse off and rewinding HE S A MACHINE A MACHINE stab stab and when ashley judd starts going over what prolly happed to her kid and how the bugs arrives and that leads to IM THE SUPER MOTHER BUG GREAT MOVIE HALARIOUS Like i said in the intro If you didnt like it its prolly because you were expecting something else or you just didnt undestand it therefore you couldnt get into it I got it in the mail last night and will be watching again before sending back Then ordering it for the dvd collection br br now back to work I go ,,
65,0.0,This is by far the best comedy cast and entertaining content on TV It takes a few episodes to get into the characters but buying the Season One DVD quickly introduces one to its brilliance A true bonus is the explanation by the writers and producers of the characters derivations and roles ,,
66,1.0,I enjoyed the first 45 minutes of this film It made me interested enough to want to keep watching It really starts falling apart though in the last half hour it simply makes no sense The scares come cheap lots of lame boo moments and the whole ghost angle is poorly conceived and not particularly compelling It s a shame ,,
67,0.0,This is one of the best drama movies of all time Personally it s my favorite movie I enjoyed every second of this movie Mel could of cut back on the violence a little on the other hand it made the movie more realistic I was grabbed by the kid s tear when his dad died in the begining The rest of the movie was so good I found my self crying at the end Almost every character in this movie deserves an oscar nomination ,,
68,0.0,Excellent series for anyone into true grit westerns Transports you back into a time long past and makes you feel your right in the middle of it all Buy this series you won t be disappointed ,,
69,0.0,This was probably the best acted season of them all Tony Sorprano has always been an enigmatic character with all the attributes of a suburban family man but just underneath a thorougly nasty pices of work in the last season the veneer was extremely thin and his sociopathic tendencies were at the worst Brilliant acting from James Gandolfino what a pity the series has to end bring them back please ,,
70,1.0,I saw this movie in the theaters and I have to say it was bad I like Leonardo DiCaprio and was looking forward to seeing this It is long and over worked and I left thinking that was a waste of time The ending twist is what you expect half way through and there are sceens that just dont make sense ,,
71,0.0,I became aware of this collection through a cookie web site Not only do you get one of the best Christmas movies ever made but for the baker it is a must have You get a collection of great cookie cutters that match the movie such as the leg lamp a turkey the bunny suit but you also get a nice cookbook and matching apron I would buy again and again I could not find anyone that was selling talking about these cookie cutters or what size they were They are about 3 to 5 inch cutters Just the right size Wonderful gift for the chef in your family ,,
72,0.0,Respectfully I must disagree with the previous poster concerning the transfer quality of this Blu ray br br I have not seen the Jane Doe Edition however coming from the 1998 Widescreen DVD release the improvement in detail and clarity on this Blu ray is nothing short of PHENOMENAL br br This transfer is reminiscent of CDs made from analog recordings you know the CDs which have that standard disclaimer that CD audio is so detailed it can reveal limitations in the analog source tape Ditto for this Blu ray this is perhaps the most true to the film source video transfer I ve yet to see on a Blu ray and I ve see a lot of em So any grain or coarse texture you see IMHO would be relics from the original film And while I m no expert isn t it more logical that the presence of grain would indicate a relative LACK of video processing After all processing would be done to smooth out the texture and get rid of the grain not the reverse no br br So yeah there s some grain in the dark shots and the close up head shots give a lot of shine off the edges of the hairstyles But that s because you re seeing the original film in all its imperfect glory The colors are beautifully natural almost subdued in keeping with a 1985 film none of the greenish tinge put there on purpose in the Matrix or the new Bourne films And most shots are incredibly detailed and natural looking For example you can see every wave and strand of hair in Gail Stanwyk s bountiful 80s hairstyle and the edge of the haircap is clearly visible on Fletch s forehead in his roller skating mystic scenes br br I can t comment on the sound separation as my speakers are not hooked up to my A V receiver at the moment but everything DID sound crystal clear through my Sennheiser wireless headphones with great bass ,,
73,0.0,This movie may not be perfect in all aspects but it is full of sweet and heart breaking moments that keep you rooting for its many underdogs all the way even the harsh and jaded main character Arlen The chemistry between the actors is flawless without exception The ending is satisfying in that it doesn t feel the need to tie up all the loose ends and it leaves you wanting more I have heard it compared to As Good as it Gets but I prefer this version While it lacks the glossy main stream production qualities of AGAIG it makes up for it in its every day heroes that are much more relatable ,,
74,0.0,For starters if you have not seen the Clone Wars movie you might want to start with it before getting this set The movie sets up a lot of the basis behind new characters involved in this series such as Anakan Skywalker s Padawan Ahsoka Tano and Count Dookus Apprentice or assassin Asajj Ventress These two characters will be involved with many of the tales without any history provided short of the movie Now on to the series br br When I first played it I was not completely engulfed into it like a Star Wars movie but once I got adjusted to the animation and the storyline picked up I was hooked It is as action Packed as the Star Wars films And although it might not have exactly the same actors who played in the movies voicing their character the voice over actors are great and almost sound like the actor who originally played each part The only time I really noticed it was when Count Dooku emerged You can tell that this is not Christopher Lee voicing the character Not that it does not sound like Christopher Lee it is just that the voice over actor is actually better at playing this part than Lee The plot line of most episodes are well written and will please most Star Wars fans Even those who call themselves Trekkers br br The case this set comes in is as unique as the show itself It is not a standard plastic case with a leaflet or two thrown inside It is a Book that has two sturdy holders on each hardback book cover to hold your dvds in place As a bonus it includes a 66 page book in the center featuring concept drawings of the show and other items of interest used in the development of this show Overall 4 5 stars for the show 5 stars for packaging and 5 stars for the extras br br Overall this set is well worth the price and makes an excellent show to watch Can t wait to get the second season ,,
75,0.0,YES i like the movie a lot br i think the way Gaspard tries to compare with Anthony Hopkins is as good as anyone could do To step in his shoes would never be easy br Me as a German was not really suprised that we are the one to blame again br But i have to say that you can understand this incredible interesting character better when you watch his rising br I think the movie causes a lot of tension till the end br what i find a little bit weird was the chinese influence at that time in France br But its still a very good movie for its genre ,,
76,0.0,But this movie deserves a better review br br First the Bad br br Dirty Love is NOT everyone s cup of tea as many previous reviews indicate There are scenes that are extraordinarily vivid in their bawdy humor Absolutely not for kids Many people will simply consider the humor to be profane or idiotic or both This is also a low budget production The premise is a pedestrian Girl Looking For Mister Right theme with a happy ending br br Now the Good br br If bawdy humor is your thing this movie has some hilarious moments Many of them In fact some of the writing is inspired in it s eye opening depictions of the excitement and misery in the modern dating scene Jenny McCarthy wrote the script it reflects her sense of humor and is thus a very personal heartfelt work as well br br Despite the well worn subject matter McCarthy s script is very funny Her depiction of the creepy guys she meets are wonderfully over the top Her goofy vain air heady but ultimately loyal and caring friends are quite well played by Carmen Electra and Kam Heskin Who knew Electra could act br br There are many tender moments that are truly sweet Yet some of these scenes take dramatic turns into the gutter in ways that are truly jarring I found these sudden changes as funny as they were intended to be but it takes a special sense of humor to appreciate the sweet moments AND laugh at the completely over the top way Jenny s period arrives in vivid color right in the middle of the supermarket br br The real revelation here though is McCarthy herself Her performance is quite funny and she s a skilled actress with real ability in physical comedy She s wearing her heart on her sleeve in this movie You really can see how thoughtful and sensitive she is but also get a strong understanding of the crazy and likely close to her own experiences horrific world of finding the right guy in LA Totally willing to subject herself to the most outrageous situations she literally puts her body out there for all to see sometimes in ways that will make you cringe sometimes to admire her beauty inside and out It s her film and it s a good one br br I really enjoyed it br br Editing this several months later br br OK 4 stars is just too high a rating all things considered 3 is more appropriate but that still warrants a good rating for this movie with some unexpectedly gutsy humor ,,
77,0.0,Gillo Pontecorvo who also made The Battle of Algiers gives us the only kind of movie that treats the Holocaust respectfully and responsibly in order to survive a Jewish girl almost sells her soul by assuming another person s identity and becoming a concentration camp guard Excellent cinematography and authentic moral complexity ,,
78,0.0,The cast is very good Without giving away too much the plot primarily centers around a successful professional woman Julianne Moore who suspects her College Professor Husband Liam Neeson of cheating The game is afoot albeit in a dysfunctional erotica way when the wife chooses to use amanda seyfried to confirm or deny the wife s suspisicons What follows is for you the viewer to absorb and deduce as to what will happen next This is what makes this flick interesting Of course from this guy s perspective it doesn t hurt that the two main female leads are very attractive This is an enjoyable off the beaten path film that is well worth the amazon price Not too disturbing and with many common issues experienced or at least pondered by couples in today s society Finally the ending definately has an unexpected twist and leaves you thinking what exactly did the wife learn about this experience ,,
79,0.0,The Bourne movies are intelligent action flicks that my husband loves to watch over and over I ordered this set and now he can pull them out whenever he s in the mood for something good to watch instead of channel surfing They came so fast after I ordered them too I was impressed ,,
80,0.0,My name is Bill W is a production coherent to its message like the group theraphy of the Anonimous Alcoholics it is simple and efficient The system was the result of an open and fair partnership of two very determined guys Bob Smith and Bill Wilson The script of the movie together with art direction and actor s performance succeed to keep the focus on the main message the only way to fight alcohol is to avoid drinking for the next 24 hours For this reason it is a brilliant achievement the big star is the solidarity there are no celebrities but common people with drinking problems that share their experience ,,
81,0.0,This is a wonderful romantic comedy but the best part about this movie is that it is not the typical romantic comedy br br There are abundant character development as well as many twists and turns of character and storyline You will not get the simply girl meets boy fall in love Under the Tuscan Sun explores the complexity of life and tries to capture the intricacies of relationships as well as focuses on a fundamental message of home It s realistic without sacraficing a happy ending and ironically a great post break up movie usually romantic drama comedies are not br br Under the Tuscan Sun is great fun very engaging and has gorgeous scenery to boot Highly recommend ,,
82,0.0,Malik El Djebena enters prison a blank slate of nineteen Immediately you realize his youth his vulnerability in a savage organized world that only sees him as fresh bait He becomes the means to a murderous end for fellow inmate the Corsican mob and thus begins his descent into its servitude Ironically it is his position as their dirty Arab that provides his escape br br Propelled by stellar stoic acting on Tahar Rahim s behalf this story gripped me from blinded beginning to free end Throughout the film you empathize with Malik He s as much if not more a victim of his environment as he is a Machiavellian strategist gripping all opportunities available to him It s not always pleasant to watch his endeavors but they have an authenticity a type of logic that is followed until the end br br An amazing film that has made a fan where previously only an aversion to its subject matter existed Un Proph eacute te deserves all the praise it gets ,,
